response_id,data_source,cohort,student_id,student_track,student_prior_stats,run_id,mode,preset,preset_label,item_position,response_date,response_datetime,week_of_term,day_of_week,hour_of_day,time_block,item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,has_source_line,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,exposure_number,device,chosen_position,chosen_option_text,correct,response_time_sec,item_text_full,response_text
R002099,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0097,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",26,2025-09-26,2025-09-26 22:56:32,5,Fri,22,Late night,832,S07-43,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,0,,,,,4,4,A larger sample and less variability in the measure,118,51,39.3,11.7,0,1,mobile,4,A larger sample and less variability in the measure,1,13.6,Q: A grant reviewer asks what makes one applicant's confidence interval narrower than another's. Which answer is correct?  ||  A) A higher confidence level  |  B) A larger population living in the organization's service area  |  C) A smaller number of survey items  |  D) A larger sample and less variability in the measure [X],Chose D) A larger sample and less variability in the measure - CORRECT
R002100,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0097,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",27,2025-09-26,2025-09-26 22:56:48,5,Fri,22,Late night,741,S06-02,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,0,,,,,4,1,The tails of a normal curve approach the horizontal axis but never touch it.,140,76,74.3,1.7,1,1,mobile,4,The tails of a normal curve touch the axis exactly three standard deviations out.,0,11.0,Q: A nurse manager claims no patient could ever wait longer than 60 minutes because the normal curve 'ends' there. Why is that reasoning wrong?  ||  A) The tails of a normal curve approach the horizontal axis but never touch it. [X]  |  B) The normal curve is only defined between the mean and one standard deviation.  |  C) A normal curve has a fixed lower bound but no upper bound at all.  |  D) The tails of a normal curve touch the axis exactly three standard deviations out.,Chose D) The tails of a normal curve touch the axis exactly three standard deviations out. - INCORRECT (key: A) The tails of a normal curve approach the horizontal axis but never touch it.)
R002101,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0097,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",28,2025-09-26,2025-09-26 22:57:01,5,Fri,22,Late night,399,BRO-19,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,broncos,Denver Broncos,exam1,lab2,,0,,,,,4,2,Well below his typical performance — roughly the bottom 1–2% of his games,102,73,22.0,51.0,1,1,mobile,4,Exactly average,0,30.9,Q: A quarterback's passer rating in one game has a z-score of −2.3 relative to his season. This game was:  ||  A) Slightly below his typical performance  |  B) Well below his typical performance — roughly the bottom 1–2% of his games [X]  |  C) Above average  |  D) Exactly average,Chose D) Exactly average - INCORRECT (key: B) Well below his typical performance — roughly the bottom 1–2% of his games)
R002102,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0097,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",29,2025-09-26,2025-09-26 22:57:33,5,Fri,22,Late night,614,NEWS-25,Normal curve,news,"Current events — real reported figures, with the source",6,The Normal Curve and z-Scores,6,,,exam1,lab2,,0,Reuters/Ipsos,"Aug 14–17, 2026",2026-09-11,https://www.ipsos.com/en-us/reutersipsos-august-2026-poll-0,4,1,1.5 points of the true value,138,28,28.0,0.0,1,1,mobile,1,1.5 points of the true value,1,6.9,"Q: Applying the 68–95–99.7 rule to a poll estimate with a standard error of 1.5 points, about 68% of samples like this one would land within:  ||  A) 1.5 points of the true value [X]  |  B) 2.9 points of the true value  |  C) 3.0 points of the true value  |  D) 4.5 points of the true value",Chose A) 1.5 points of the true value - CORRECT
R002103,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0097,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",30,2025-09-26,2025-09-26 22:57:41,5,Fri,22,Late night,398,BRO-18,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,broncos,Denver Broncos,exam1,lab2,,0,,,,,4,2,68%,106,3,3.7,-0.7,1,1,mobile,3,95%,0,22.3,"Q: Using the same distribution (mean 315, SD 12), about what percent of linemen weigh between 303 and 327 lb?  ||  A) 50%  |  B) 68% [X]  |  C) 95%  |  D) 99.7%",Chose C) 95% - INCORRECT (key: B) 68%)
R002104,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",1,2025-09-25,2025-09-25 16:25:00,5,Thu,16,Afternoon,578,SKC-19,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,skc,Sporting KC,exam1,lab2,,0,,,,,4,2,68%,115,3,3.7,-0.7,1,1,mobile,2,68%,1,9.8,"Q: Using that same distribution (mean 19,000, SD 1,500), about what percent of matches draw between 17,500 and 20,500?  ||  A) 50%  |  B) 68% [X]  |  C) 95%  |  D) 99.7%",Chose B) 68% - CORRECT
R002105,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",2,2025-09-25,2025-09-25 16:25:11,5,Thu,16,Afternoon,1203,AK-40,Confidence intervals,theme,Themed sets,7,Confidence Intervals,7,kay,Ironic Healthcare (in the style of Adam Kay),exam1,lab2,,0,,,,,4,4,"Probability attaches to the procedure, not to this fixed interval",195,65,52.7,12.3,1,1,desktop,3,The confidence interval is far too narrow to support any interpretation,0,37.4,"Q: An audit nobody read reports mean clinic wait of 41 minutes, 95 percent CI [37, 45]. A manager writes: 'There is a 95 percent chance the true mean is between 37 and 45.' The correct objection is:  ||  A) The interval should have been reported at the 90 percent level  |  B) The sample mean is not 41  |  C) The confidence interval is far too narrow to support any interpretation  |  D) Probability attaches to the procedure, not to this fixed interval [X]","Chose C) The confidence interval is far too narrow to support any interpretation - INCORRECT (key: D) Probability attaches to the procedure, not to this fixed interval)"
R002106,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",3,2025-09-25,2025-09-25 16:25:50,5,Thu,16,Afternoon,579,SKC-20,Sampling and standard error,theme,Themed sets,7,Confidence Intervals,7,skc,Sporting KC,exam1,lab2,,0,,,,,4,1,One-third as large,170,18,15.3,2.7,1,2,mobile,1,One-third as large,1,5.5,"Q: A season-ticket survey about kickoff times samples 100 members; a follow-up samples 900. Compared with the first, the second survey's standard error of the mean is about:  ||  A) One-third as large [X]  |  B) One-ninth as large  |  C) Three times as large  |  D) The same",Chose A) One-third as large - CORRECT
R002107,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",4,2025-09-25,2025-09-25 16:25:56,5,Thu,16,Afternoon,1201,AK-38,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,kay,Ironic Healthcare (in the style of Adam Kay),exam1,lab2,,0,,,,,4,1,1.5,136,3,3.3,-0.3,1,1,laptop,1,1.5,1,12.8,"Q: A registrar's audit scores are normal, mean 70, SD 10. She scored 85 and has been asked to explain herself in a meeting. Her z-score is:  ||  A) 1.5 [X]  |  B) 0.85  |  C) 15  |  D) -1.5",Chose A) 1.5 - CORRECT
R002108,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",5,2025-09-25,2025-09-25 16:26:10,5,Thu,16,Afternoon,768,S06-29,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,0,,,,,4,3,About 93 percent,89,16,15.7,0.3,1,1,mobile,3,About 93 percent,1,4.4,"Q: Using a z-table, what proportion of a normal distribution falls below a z-score of +1.50?  ||  A) About 43 percent  |  B) About 87 percent  |  C) About 93 percent [X]  |  D) About 7 percent",Chose C) About 93 percent - CORRECT
R002109,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",6,2025-09-25,2025-09-25 16:26:17,5,Thu,16,Afternoon,804,S07-15,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,0,,,,,4,3,It becomes about half as wide,164,29,35.0,-6.0,1,1,mobile,3,It becomes about half as wide,1,5.6,"Q: A nonprofit repeats its client survey with four times as many respondents, with everything else unchanged. What happens to the 95% confidence interval for the mean?  ||  A) It stays the same width  |  B) It becomes about four times narrower  |  C) It becomes about half as wide [X]  |  D) It becomes wider because more variation enters",Chose C) It becomes about half as wide - CORRECT
R002110,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",7,2025-09-25,2025-09-25 16:26:25,5,Thu,16,Afternoon,783,S06-44,Shape of data,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,0,,,,,4,1,"The z-scores are computable, but the usual normal-curve percentages do not apply.",109,81,43.0,38.0,0,1,mobile,1,"The z-scores are computable, but the usual normal-curve percentages do not apply.",1,8.4,"Q: A dean computes z-scores for a clearly bimodal set of course grades. What is the main limitation of doing so?  ||  A) The z-scores are computable, but the usual normal-curve percentages do not apply. [X]  |  B) The z-scores cannot be computed at all for bimodal data.  |  C) The z-scores will all come out positive.  |  D) The z-scores will all equal zero.","Chose A) The z-scores are computable, but the usual normal-curve percentages do not apply. - CORRECT"
R002111,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",8,2025-09-25,2025-09-25 16:26:35,5,Thu,16,Afternoon,751,S06-12,Center and spread,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,0,,,,,4,1,-2.00,144,5,5.0,0.0,1,2,mobile,1,-2.00,1,4.3,Q: Average patient wait time on a unit is 24 minutes with a standard deviation of 6. On Tuesday the wait was 12 minutes. What is Tuesday's z-score?  ||  A) -2.00 [X]  |  B) 2.00  |  C) -0.50  |  D) -12.00,Chose A) -2.00 - CORRECT
R002112,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",9,2025-09-25,2025-09-25 16:26:41,5,Thu,16,Afternoon,826,S07-37,What statistics cannot do,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,0,,,,,4,2,"Nothing; intervals capture sampling error, not measurement bias",190,63,50.3,12.7,1,1,mobile,2,"Nothing; intervals capture sampling error, not measurement bias",1,7.0,"Q: A hospital's pain-rating instrument is known to read consistently two points too low. The team reports a tight 95% interval for the mean rating. What does the interval do about that problem?  ||  A) It corrects for the instrument's bias automatically  |  B) Nothing; intervals capture sampling error, not measurement bias [X]  |  C) It widens automatically when instruments are biased  |  D) It converts the biased scores to a standard scale","Chose B) Nothing; intervals capture sampling error, not measurement bias - CORRECT"
R002113,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",10,2025-09-25,2025-09-25 16:26:49,5,Thu,16,Afternoon,764,S06-25,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,0,,,,,4,3,About 84 percent of schools scored at or below this school.,96,59,58.3,0.7,1,2,mobile,4,The school is 84 standard deviations above the state mean.,0,14.4,Q: A principal is told her school's growth score falls at the 84th percentile. What does that mean?  ||  A) The school answered 84 percent of the indicators correctly.  |  B) The school scored 84 points above the state average score.  |  C) About 84 percent of schools scored at or below this school. [X]  |  D) The school is 84 standard deviations above the state mean.,Chose D) The school is 84 standard deviations above the state mean. - INCORRECT (key: C) About 84 percent of schools scored at or below this school.)
R002114,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",11,2025-09-25,2025-09-25 16:27:05,5,Thu,16,Afternoon,467,AI-18,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,ai,All things AI,exam1,lab2,,0,,,,,4,2,+3.0,111,4,4.0,0.0,1,1,mobile,2,+3.0,1,14.7,Q: Latency for a chatbot is roughly normal with mean 1.8 s and SD 0.3 s. A response taking 2.7 s has a z-score of:  ||  A) +0.9  |  B) +3.0 [X]  |  C) +2.0  |  D) −3.0,Chose B) +3.0 - CORRECT
R002115,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",12,2025-09-25,2025-09-25 16:27:22,5,Thu,16,Afternoon,1161,BRO-36,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,broncos,Denver Broncos,exam1,lab2,,0,,,,,4,1,He is faster than most linebackers in the group,180,47,45.7,1.3,1,2,mobile,1,He is faster than most linebackers in the group,1,12.2,Q: A Broncos linebacker's 40-yard dash time sits 1.5 standard deviations BELOW the mean for his position group. Faster times are lower numbers. What does his z-score of -1.5 tell you?  ||  A) He is faster than most linebackers in the group [X]  |  B) He is slower than most linebackers in the group  |  C) He is exactly average because the sign is negative  |  D) His time cannot be compared to the group,Chose A) He is faster than most linebackers in the group - CORRECT
R002116,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",13,2025-09-25,2025-09-25 16:27:35,5,Thu,16,Afternoon,743,S06-04,Normal curve,authored,Written to the LD 810 lecture slides,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,0,,,,,4,2,About 50 percent,129,16,31.3,-15.3,1,1,mobile,2,About 50 percent,1,17.3,Q: A hospital's patient satisfaction scores are normally distributed with a mean of 85. What proportion of patients scored above 85?  ||  A) About 34 percent  |  B) About 50 percent [X]  |  C) About 68 percent  |  D) It cannot be estimated without knowing the standard deviation.,Chose B) About 50 percent - CORRECT
R002117,simulated,BIGTREE-FA25,BTS-01,K-12 Leadership,0,run-0098,practice,lab2,"Lab 2 · normal curve, confidence intervals, precision",14,2025-09-25,2025-09-25 16:27:53,5,Thu,16,Afternoon,360,P10-36,Sampling and standard error,pub,Publisher test bank — application level,7,Confidence Intervals,7|8,,,exam1|exam2,lab2|lab3,,1,,,,,4,1,There is a significant difference between the sample value and the population.,84,78,76.7,1.3,1,1,laptop,1,There is a significant difference between the sample value and the population.,1,5.8,"Q: In the statement z = 3.14, p < 0.05, which of the following interpretations is TRUE?  ||  A) There is a significant difference between the sample value and the population. [X]  |  B) There is a marginally significant difference between the sample value and the population.  |  C) There is not a significant difference between the sample value and the population.  |  D) The answer cannot be determined from the information given.",Chose A) There is a significant difference between the sample value and the population. - CORRECT
