item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,source_note,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,item_text_full,n_responses
377,P15-43,Correlation,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,"Publisher test bank item (Application level), Ch. 15 of Salkind & Frey, *Statistics for People Who (Think They) Hate Statistics* (SAGE), 7th ed.",,,,,4,1,one-tailed hypothesis,155,21,18.3,2.7,0,Q: A researcher hypothesizes that there will be a positive relationship between couples' listening skills and length of marriage. The researcher has a ______.  ||  A) one-tailed hypothesis [X]  |  B) invalid hypothesis  |  C) valid hypothesis  |  D) two-tailed hypothesis,35
378,P15-59,Correlation,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,"Publisher test bank item (Application level), Ch. 15 of Salkind & Frey, *Statistics for People Who (Think They) Hate Statistics* (SAGE), 7th ed.",,,,,4,1,that the null hypothesis is rejected,123,36,40.3,-4.3,1,"Q: The correlation between the two variables of interest is 0.81, which is significant at the 0.0337 level. That means ______.  ||  A) that the null hypothesis is rejected [X]  |  B) that the research hypothesis is rejected  |  C) that the null hypothesis is accepted  |  D) that the null hypothesis cannot be determined",19
379,P16-23,Regression,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,"Publisher test bank item (Application level), Ch. 16 of Salkind & Frey, *Statistics for People Who (Think They) Hate Statistics* (SAGE), 7th ed.",,,,,4,2,2.97,166,4,4.0,0.0,1,"Q: Using the regression formula with a slope = 0.704 and an intercept = 0.719, what would the predicted college GPA be for a student whose current high school GPA = 3.2?  ||  A) 2.69  |  B) 2.97 [X]  |  C) 3.00  |  D) 3.20",17
380,P16-24,Regression,pub,Publisher test bank — application level,11,Correlation and Regression,11,,,exam2,lab4,,"Publisher test bank item (Application level), Ch. 16 of Salkind & Frey, *Statistics for People Who (Think They) Hate Statistics* (SAGE), 7th ed.",,,,,4,4,"$47,000",154,7,7.0,0.0,1,"Q: Using the regression formula with a slope = 2,000 and an intercept = 15,000, what would the predicted income be for someone who has 16 years of education?  ||  A) $40,000  |  B) $42,000  |  C) $45,000  |  D) $47,000 [X]",16
381,BRO-01,Levels of measurement,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,1,"Nominal — it labels the player, nothing more",98,44,47.0,-3.0,0,"Q: A Broncos analyst records each player's jersey number. What level of measurement is jersey number?  ||  A) Nominal — it labels the player, nothing more [X]  |  B) Ordinal — higher numbers mean better players  |  C) Interval — differences between numbers are meaningful  |  D) Ratio — a jersey number of 0 means no player",13
382,BRO-02,Levels of measurement,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,Ordinal,134,7,6.7,0.3,1,"Q: The AFC West standings list the Broncos, Chiefs, Chargers, and Raiders 1st through 4th. Finishing position is measured at which level?  ||  A) Nominal  |  B) Ordinal [X]  |  C) Interval  |  D) Ratio",32
383,BRO-03,Levels of measurement,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,4,Ratio — zero yards is a true zero and 200 is twice 100,50,54,7.3,46.7,0,Q: Rushing yards per game is measured at which level?  ||  A) Nominal  |  B) Ordinal  |  C) Interval  |  D) Ratio — zero yards is a true zero and 200 is twice 100 [X],13
384,BRO-04,Variables and design,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,Independent variable,136,20,18.0,2.0,1,"Q: A coach wants to know whether practicing at Denver's altitude (5,280 ft) affects fourth-quarter stamina. In this study, altitude is the:  ||  A) Dependent variable  |  B) Independent variable [X]  |  C) Confounding variable  |  D) Outcome variable",13
385,BRO-05,Center and spread,theme,Themed sets,3,"Center, Spread and a First Analysis",3,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,24,131,2,2.0,0.0,1,"Q: Over 17 games the Broncos score 24, 21, 27, 10, 24, 31, 24, 17, 20, 24, 13, 28, 24, 21, 35, 24, 19 points. Which value is the mode?  ||  A) 21  |  B) 24 [X]  |  C) 27  |  D) 35",11
386,BRO-06,Center and spread,theme,Themed sets,3,"Center, Spread and a First Analysis",3,broncos,Denver Broncos,exam1,lab1,,,,,,,4,1,"Kicker A — same mean, far less variability",181,42,48.0,-6.0,1,"Q: Two Broncos kickers each average 85% on field goals. Kicker A's game-by-game percentages have SD = 5; Kicker B's have SD = 22. A general manager who wants consistency should prefer:  ||  A) Kicker A — same mean, far less variability [X]  |  B) Kicker B — a larger SD signals a higher ceiling  |  C) Either; identical means make them equivalent  |  D) Neither; percentages cannot have a standard deviation",14
387,BRO-07,Center and spread,theme,Themed sets,3,"Center, Spread and a First Analysis",3,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,Median,156,6,4.3,1.7,1,"Q: Broncos ticket resale prices for one game are mostly $90–$150, plus a few club seats at $1,800. Which measure best describes the 'typical' price a fan paid?  ||  A) Mean  |  B) Median [X]  |  C) Mode  |  D) Range",16
388,BRO-08,Shape of data,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,Negatively skewed,152,17,11.0,6.0,1,"Q: A histogram of Broncos attendance at Empower Field shows nearly every game at capacity (~76,000) with a few weather-shortened dips. The distribution is:  ||  A) Positively skewed  |  B) Negatively skewed [X]  |  C) Symmetric  |  D) Uniform",14
389,BRO-09,Shape of data,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,1,Negatively skewed — a few big losses pull the mean below the median,112,67,13.3,53.7,1,"Q: A season's point differentials (points scored minus allowed) have mean +3, median +4, and mode +7. The shape is:  ||  A) Negatively skewed — a few big losses pull the mean below the median [X]  |  B) Positively skewed  |  C) Perfectly normal  |  D) Bimodal",8
390,BRO-10,Chart choice,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,Line graph,120,10,9.7,0.3,1,Q: A broadcast graphic wants to show how the Broncos' weekly rushing totals changed across an 18-week season. Best display:  ||  A) Pie chart  |  B) Line graph [X]  |  C) Histogram  |  D) Scatterplot,10
391,BRO-11,Chart choice,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,1,Bar chart,109,9,13.7,-4.7,0,"Q: To compare average points allowed across the four AFC West defenses in one season, the clearest display is a:  ||  A) Bar chart [X]  |  B) Line graph  |  C) Scatterplot  |  D) Box plot of one team",12
392,BRO-12,Chart choice,theme,Themed sets,2,Variables and the Shape of Data,2,broncos,Denver Broncos,exam1,lab1,,,,,,,4,1,A truncated axis exaggerates the change,106,39,29.7,9.3,1,"Q: A graphic shows the Broncos' win total 'soaring' from 8 to 10, but the y-axis starts at 7. The problem is:  ||  A) A truncated axis exaggerates the change [X]  |  B) Line graphs cannot show wins  |  C) The data should be in a pie chart  |  D) The x-axis is missing labels",16
393,BRO-13,Reliability,theme,Themed sets,4,Reliability and Validity,4,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,Inter-rater reliability,130,23,19.3,3.7,1,Q: Two scouts independently grade the same 50 draft prospects on a 1–10 scale and their grades correlate at .91. This is evidence of:  ||  A) Test-retest reliability  |  B) Inter-rater reliability [X]  |  C) Content validity  |  D) Predictive validity,16
394,BRO-14,Reliability,theme,Themed sets,4,Reliability and Validity,4,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,Reliability — the readings are inconsistent,163,43,40.7,2.3,1,"Q: A hand-held stopwatch times a receiver's 40-yard dash at 4.52, 4.38, 4.61, and 4.45 seconds across four identical trials. The measurement problem is mainly one of:  ||  A) Validity — the stopwatch is measuring the wrong construct  |  B) Reliability — the readings are inconsistent [X]  |  C) Sampling — four trials is too many  |  D) Skew — the times are not normal",15
395,BRO-15,Validity,theme,Themed sets,4,Reliability and Validity,4,broncos,Denver Broncos,exam1,lab1,,,,,,,4,2,Predictive validity,144,19,14.7,4.3,1,Q: The Broncos' front office uses a combine drill to predict NFL success and later finds it correlates .05 with career production. The drill lacks:  ||  A) Reliability  |  B) Predictive validity [X]  |  C) Face validity  |  D) Internal consistency,19
396,BRO-16,Validity,theme,Themed sets,4,Reliability and Validity,4,broncos,Denver Broncos,exam1,lab1,,,,,,,4,1,Poor content validity — a narrow slice of a broad construct,123,59,26.3,32.7,0,Q: A 'leadership' survey given to Broncos rookies asks only about vocal loudness in the huddle. The most serious objection is:  ||  A) Poor content validity — a narrow slice of a broad construct [X]  |  B) Poor test-retest reliability  |  C) The sample is too small  |  D) Loudness is a ratio variable,19
397,BRO-17,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,broncos,Denver Broncos,exam1,lab2,,,,,,,4,2,+2.0,124,4,3.7,0.3,1,Q: NFL offensive linemen's weights are roughly normal with mean 315 lb and SD 12. A Broncos lineman at 339 lb has a z-score of:  ||  A) +1.0  |  B) +2.0 [X]  |  C) +3.0  |  D) +24,17
398,BRO-18,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,broncos,Denver Broncos,exam1,lab2,,,,,,,4,2,68%,106,3,3.7,-0.7,1,"Q: Using the same distribution (mean 315, SD 12), about what percent of linemen weigh between 303 and 327 lb?  ||  A) 50%  |  B) 68% [X]  |  C) 95%  |  D) 99.7%",16
399,BRO-19,Normal curve,theme,Themed sets,6,The Normal Curve and z-Scores,6,broncos,Denver Broncos,exam1,lab2,,,,,,,4,2,Well below his typical performance — roughly the bottom 1–2% of his games,102,73,22.0,51.0,1,Q: A quarterback's passer rating in one game has a z-score of −2.3 relative to his season. This game was:  ||  A) Slightly below his typical performance  |  B) Well below his typical performance — roughly the bottom 1–2% of his games [X]  |  C) Above average  |  D) Exactly average,27
400,BRO-20,Sampling and standard error,theme,Themed sets,7,Confidence Intervals,7,broncos,Denver Broncos,exam1,lab2,,,,,,,4,1,One-quarter as large,195,20,14.7,5.3,1,"Q: A fan poll samples 100 season-ticket holders about a new uniform; a second poll samples 1,600. Compared with the first, the second poll's standard error of the mean approval rating will be about:  ||  A) One-quarter as large [X]  |  B) One-half as large  |  C) The same  |  D) Four times as large",16
401,BRO-21,Confidence intervals,theme,Themed sets,7,Confidence Intervals,7,broncos,Denver Broncos,exam1,lab2,,,,,,,4,1,"62% of the sample approved, and the population value plausibly lies between 58% and 66%",121,87,41.3,45.7,1,"Q: A survey estimates 62% of Denver-area fans approve of the head coach, 95% CI [58%, 66%]. Which interpretation is correct?  ||  A) 62% of the sample approved, and the population value plausibly lies between 58% and 66% [X]  |  B) Exactly 62% of all fans approve  |  C) 95% of fans approve between 58% and 66% of the time  |  D) There is a 5% chance the sample was biased",16
402,BRO-22,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,broncos,Denver Broncos,exam2,lab3,,,,,,,4,2,Fail to reject H0; the data don't provide strong evidence of a difference,158,73,43.7,29.3,1,Q: A blogger claims the Broncos win more often in home games at altitude. He sets up H0: home win rate = away win rate and finds p = .21. The correct conclusion:  ||  A) Reject H0; altitude clearly helps  |  B) Fail to reject H0; the data don't provide strong evidence of a difference [X]  |  C) Accept H0; altitude has been proven irrelevant  |  D) Lower alpha to .25 so the result becomes significant,12
403,BRO-23,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,broncos,Denver Broncos,exam2,lab3,,,,,,,4,1,Type I error,161,12,16.7,-4.7,0,"Q: The team cuts a kicker after a small-sample test 'shows' he is worse than average, but he goes on to a long, accurate career elsewhere. The decision reflected a:  ||  A) Type I error [X]  |  B) Type II error  |  C) Correct rejection  |  D) Sampling frame error",22
404,BRO-24,Hypothesis testing,theme,Themed sets,8,Hypothesis Testing and Sampling Error,8,broncos,Denver Broncos,exam2,lab3,,,,,,,4,2,Note that the effect is statistically significant but practically tiny; check the effect size,135,93,34.3,58.7,1,"Q: An analyst reports that a new blocking scheme improves yards per carry by 0.02 with p < .001 across 40,000 plays. The best reaction is:  ||  A) Adopt it — significant means important  |  B) Note that the effect is statistically significant but practically tiny; check the effect size [X]  |  C) Reject the study because the sample is too big  |  D) Rerun it one-tailed",17
405,BRO-25,t-tests,theme,Themed sets,9,Which Test · t-Tests,9,broncos,Denver Broncos,exam2,lab3,,,,,,,4,2,Independent-samples t-test,148,26,17.7,8.3,0,Q: Compare the Broncos' mean points scored in home games versus away games in one season (different games in each group). The appropriate test is a(n):  ||  A) Paired-samples t-test  |  B) Independent-samples t-test [X]  |  C) One-sample t-test  |  D) Chi-square test,13
406,BRO-26,t-tests,theme,Themed sets,9,Which Test · t-Tests,9,broncos,Denver Broncos,exam2,lab3,,,,,,,4,2,Paired-samples t-test,125,21,19.3,1.7,1,"Q: Each of 22 Broncos players runs a conditioning test in August and again in December. To test whether times changed, use a(n):  ||  A) Independent-samples t-test  |  B) Paired-samples t-test [X]  |  C) One-way ANOVA  |  D) Pearson correlation",10
407,BRO-27,t-tests,theme,Themed sets,9,Which Test · t-Tests,9,broncos,Denver Broncos,exam2,lab3,,,,,,,4,1,One-sample t-test,139,17,17.3,-0.3,1,Q: The Broncos' 2025 mean of 26.1 points per game is tested against the league-wide mean of 22.8 using the 17 games as a sample. This is a(n):  ||  A) One-sample t-test [X]  |  B) Independent-samples t-test  |  C) Paired-samples t-test  |  D) ANOVA,33
